"MARRA101,Le Jardin Secret,Marrakech,nature,""Un jardin traditionnel restauré, avec une atmosphère paisible et des fontaines."",medium,1.5,morning,""garden,quiet,relax"",""Idéal pour échapper à la foule."""
"MARRA102,Musee de la Palmeraie,Marrakech,culture,""Petit musée avec exposition sur la Palmeraie et son histoire."",low,1,morning,""museum,history,local"",""Parfait pour une visite courte."""
"MARRA103,Palais de la Bahia,Marrakech,culture,""Palais du XIXe siècle célèbre pour son architecture et ses jardins."",medium,2,morning,""palace,architecture,garden"",""Arriver tôt pour éviter les foules."""
"MARRA104,Musée des Confluences,Marrakech,culture,""Musée consacré à l’art et la culture du Maroc."",medium,1.5,afternoon,""museum,art,history"",""Vérifier les horaires de visite."""
"MARRA105,Riad Yasmine,Marrakech,view,""Rooftop avec piscine et vue panoramique sur la médina."",high,1,sunset,""view,rooftop,pool"",""Parfait pour photos au coucher du soleil."""
"MARRA106,Place des Ferblantiers,Marrakech,shopping,""Petit marché artisanal spécialisé dans le travail du métal."",low,1,morning,""market,craft,metal"",""Négocier les prix."""
"MARRA107,Souk des Bijoutiers,Marrakech,shopping,""Souk où l’on trouve des bijoux traditionnels en argent."",medium,1.5,afternoon,""jewelry,silver,craft"",""Vérifier la qualité de l’argent."""
"MARRA108,Souk des Teinturiers,Marrakech,shopping,""Ancien souk où l’on peut voir les teintures traditionnelles."",low,1,afternoon,""textile,tradition,craft"",""Apporter un foulard pour l’odeur."""
"MARRA109,Souk Smarine,Marrakech,shopping,""Souk central avec vêtements traditionnels et artisanat."",low,1.5,afternoon,""market,clothes,traditional"",""Négocier les prix."""
"MARRA110,Souk Cherratine,Marrakech,shopping,""Marché des maroquiniers, sacs et chaussures en cuir."",medium,1.5,afternoon,""leather,craft,shopping"",""Vérifier la qualité des articles."""
"MARRA111,Jemaa el-Fna Food Stalls,Marrakech,food,""Stands de nourriture traditionnelle sur la place principale."",low,2,evening,""food,street,local"",""Goûter aux spécialités locales."""
"MARRA112,Nomad Restaurant,Marrakech,food,""Restaurant moderne sur une terrasse avec vue sur la médina."",high,1.5,sunset,""restaurant,view,modern"",""Réserver pour le coucher du soleil."""
"MARRA113,Café des Épices,Marrakech,food,""Petit café avec terrasse et spécialités marocaines."",medium,1,afternoon,""cafe,local,food"",""Idéal pour une pause."""
"MARRA114,Le Salama,Marrakech,food,""Restaurant avec cuisine marocaine et internationale."",medium,1.5,evening,""restaurant,food,international"",""Ambiance animée le soir."""
"MARRA115,Riad Kniza,Marrakech,luxe,""Riad historique avec restaurant gastronomique."",high,2,evening,""luxury,riad,food"",""Réserver pour dîner romantique."""
"MARRA116,La Mamounia Gardens,Marrakech,nature,""Jardins luxueux de l’hôtel La Mamounia."",medium,1.5,afternoon,""garden,luxury,relax"",""Entrée payante pour les visiteurs."""
"MARRA117,Palmeraie Quad Adventures,Marrakech,adventure,""Balades en quad à travers la palmeraie."",medium,2,afternoon,""adventure,quad,nature"",""Porter lunettes et foulard."""
"MARRA118,Agdal Gardens,Marrakech,nature,""Grands jardins historiques de Marrakech."",free,2,morning,""garden,history,walk"",""Idéal pour promenade tranquille."""
"MARRA119,Menara Gardens,Marrakech,nature,""Parc avec grand bassin et oliviers, superbe au coucher du soleil."",free,1.5,sunset,""garden,walk,nature"",""Apporter appareil photo."""
"MARRA120,Oasiria Water Park,Marrakech,loisirs,""Parc aquatique pour toute la famille."",high,4,afternoon,""waterpark,family,fun"",""Prévoir crème solaire et maillot."""
"MARRA121,Terres d’Amanar,Marrakech,adventure,""Parc d’aventure avec tyroliennes et activités nature."",high,4,morning,""adventure,tyrolienne,nature"",""Chaussures fermées conseillées."""
"MARRA122,Ourika Valley,Marrakech,excursion,""Vallée verdoyante avec cascades et villages berbères."",medium,6,morning,""nature,waterfall,berber"",""Porter chaussures adaptées."""
"MARRA123,Oukaimeden,Marrakech,excursion,""Station de ski la plus haute d’Afrique."",high,6,morning,""ski,mountain,adventure"",""Vérifier météo avant."""
"MARRA124,Desert d’Agafay,Marrakech,experience,""Désert rocheux avec balades à dos de chameau et dîner."",high,5,sunset,""desert,camel,dinner"",""Meilleur moment : coucher du soleil."""
"MARRA125,Bab Agnaou,Marrakech,histoire,""Porte monumentale almohade ornée de décorations sculptées."",free,0.5,morning,""gate,architecture,history"",""Arriver tôt pour photos sans foule."""
"MARRA126,Bab Doukkala,Marrakech,histoire,""Ancienne porte de la ville avec architecture remarquable."",free,0.5,morning,""gate,history,architecture"",""Bon spot photo."""
"MARRA127,Saadian Tombs,Marrakech,histoire,""Tombeaux royaux décorés du XVIe siècle."",medium,1,afternoon,""tombs,history,royal"",""Eviter midi pour moins de monde."""
"MARRA128,Musée de Marrakech,Marrakech,culture,""Palais rénové abritant collections d’art marocain."",medium,1.5,afternoon,""museum,art,history"",""Parfait pour photos architecturales."""
"MARRA129,Dar Si Said Museum,Marrakech,culture,""Palais historique avec expositions d’arts traditionnels marocains."",medium,2,morning,""museum,art,traditional"",""Visite recommandée le matin."""
"MARRA130,Medersa Ben Youssef,Marrakech,culture,""Ancienne école coranique célèbre pour son architecture."",medium,1.5,morning,""architecture,history,school"",""Très photogénique."""
"MARRA131,Musée Yves Saint Laurent,Marrakech,culture,""Musée de mode et art moderne."",high,1,morning,""fashion,art,modern"",""Réserver billets à l’avance."""
"MARRA132,Jardin Majorelle,Marrakech,culture,""Jardin botanique iconique autrefois propriété d’Yves Saint Laurent."",medium,2,morning,""garden,photo,famous"",""Arriver tôt pour éviter la foule."""
"MARRA133,Riad Yima,Marrakech,view,""Rooftop avec piscine et vue sur la médina."",high,1,sunset,""view,rooftop,pool"",""Photos au coucher du soleil."""
"MARRA134,Maison de la Photographie,Marrakech,culture,""Expositions de photographies anciennes sur le Maroc."",medium,1.5,afternoon,""museum,photo,history"",""Vue rooftop à la fin."""
"MARRA135,Cyber Park Arsat Moulay Abdeslam,Marrakech,nature,""Grand parc ombragé avec Wi-Fi."",free,1.5,afternoon,""park,nature,relax"",""Idéal pour pause fraîche."""
"MARRA136,Jardin Secret,Marrakech,nature,""Jardin restauré au cœur de la médina."",medium,1.5,afternoon,""garden,architecture,calm"",""Endroit parfait pour se reposer."""
"MARRA137,Menara Mall,Marrakech,shopping,""Centre commercial moderne avec boutiques et restaurants."",medium,2,afternoon,""shopping,modern,mall"",""Bon pour climatisation en été."""
"MARRA138,Al Mazar Mall,Marrakech,shopping,""Grand centre commercial proche d’Agdal."",medium,2,afternoon,""shopping,mall,family"",""Parking facile."""
"MARRA139,Palmeraie Golf Palace,Marrakech,sport,""Golf 27 trous dans la Palmeraie."",high,4,morning,""golf,luxury,nature"",""Parfait pour joueurs expérimentés."""
"MARRA140,Atlas Golf Marrakech,Marrakech,sport,""Golf moderne au cœur des palmiers."",high,4,morning,""golf,nature,sport"",""Calme exceptionnel."""
"MARRA141,Amelkis Golf Club,Marrakech,sport,""Terrain de golf de luxe face à l’Atlas."",high,4,morning,""golf,luxury,sport"",""Réserver relai."""
"MARRA142,Piscine Majorelle Club,Marrakech,loisirs,""Piscine privée moderne idéale en été."",medium,3,afternoon,""pool,relax,summer"",""Apporter serviette."""
"MARRA143,Spa Les Bains de Marrakech,Marrakech,spa,""Spa emblématique avec hammam traditionnel."",high,2,afternoon,""spa,relax,hammam"",""Réserver."""
"MARRA144,Spa Royal Mansour,Marrakech,spa,""L’un des spas les plus luxueux au monde."",very_high,2,afternoon,""spa,luxury,wellness"",""Prix élevé."""
"MARRA145,Hammam Ziani,Marrakech,spa,""Hammam populaire à prix accessible."",low,1.5,afternoon,""hammam,local,relax"",""Très fréquenté."""
"MARRA146,Hammam Mouassine,Marrakech,spa,""Hammam traditionnel dans la médina."",low,1,evening,""hammam,traditional,local"",""Apporter savon noir."""
"MARRA147,Hammam Dar El Bacha,Marrakech,spa,""Hammam luxueux dans le quartier Dar El Bacha."",medium,1.5,afternoon,""hammam,luxury,relax"",""Réserver en haute saison."""
"MARRA148,La Perle Sky Lounge,Marrakech,nightlife,""Bar rooftop luxueux avec vue sur la ville."",high,2,night,""rooftop,nightlife,luxury"",""Tenue correcte exigée."""
"MARRA149,555 Famous Club,Marrakech,nightlife,""Club réputé avec DJs internationaux."",high,3,night,""club,music,party"",""Réserver table avant."""
"MARRA150,Comptoir Darna,Marrakech,nightlife,""Restaurant et bar animé avec danse orientale."",high,2.5,night,""restaurant,show,party"",""Ambiance festive garantie."""
"MARRA151,Lotus Club,Marrakech,nightlife,""Dîner-spectacle célèbre avec danseuses."",high,3,night,""show,restaurant,nightlife"",""Ambiance chic."""
"MARRA152,Hivernage District,Marrakech,nightlife,""Quartier des clubs et hôtels de luxe."",free,2,night,""luxury,nightlife,walk"",""Circulation dense le soir."""
"MARRA153,Avenue Mohammed VI Walk,Marrakech,walk,""Grande avenue moderne parfaite pour balade."",free,1,evening,""walk,modern,relax"",""Profiter au coucher du soleil."""
"MARRA154,Medina Tanneries Viewpoint,Marrakech,photo,""Point de vue sur les tanneries traditionnelles."",free,0.3,morning,""photo,tannery,local"",""Apporter un foulard pour odeur."""
"MARRA155,Majorelle Street Art Wall,Marrakech,photo,""Mur coloré parfait pour photos près du Jardin Majorelle."",free,0.2,afternoon,""streetart,photo,color"",""Meilleure lumière l’après-midi."""
"MARRA156,Guéliz Art District,Marrakech,culture,""Quartier moderne plein de galeries d’art."",free,2,afternoon,""art,gallery,modern"",""Explorer à pied."""
"MARRA157,Station de Train ONCF Guéliz,Marrakech,architecture,""Belle gare moderne en marbre et verre."",free,0.5,afternoon,""architecture,modern,travel"",""Spot photo populaire."""
"MARRA158,PLM Guéliz Building,Marrakech,architecture,""Bâtiment historique art déco de Guéliz."",free,0.5,morning,""architecture,artdeco,history"",""Photo spot discret."""
"MARRA159,Théâtre Royal de Marrakech,Marrakech,culture,""Grand théâtre prestigieux, parfois ouvert aux visites."",low,1,afternoon,""theatre,art,architecture"",""Vérifier horaires."""
"MARRA160,Riad Kniza Rooftop,Marrakech,view,""Rooftop calme avec belle vue sur la médina."",medium,1,sunset,""view,relax,cafe"",""Parfait pour photos."""
"MARRA161,Riad Dar Anika Rooftop,Marrakech,view,""Terrasse sur la médina avec ambiance cosy."",medium,1,sunset,""view,relax,photography"",""Très photogénique au coucher du soleil."""
"MARRA162,Riad Be Marrakech Rooftop,Marrakech,view,""Terrasse avec piscine et vue sur les toits de Marrakech."",medium,1,sunset,""view,relax,photo"",""Parfait pour apéritif."""
"MARRA163,Le Salama Gardens,Marrakech,nature,""Jardin avec ambiance lounge et repas sur place."",medium,1.5,afternoon,""garden,relax,food"",""Ambiance relaxante."""
"MARRA164,Jardin Anima,Marrakech,nature,""Jardin artistique et contemporain."",medium,2,afternoon,""garden,art,relax"",""Endroit calme et photogénique."""
"MARRA165,Riad Kniza Hammam,Marrakech,spa,""Hammam luxueux avec massage traditionnel."",high,2,afternoon,""hammam,spa,relax"",""Réserver à l’avance."""
"MARRA166,Spa Les Bains de Marrakech,Marrakech,spa,""Spa avec massages et soins traditionnels."",high,2,afternoon,""spa,hammam,relax"",""Très fréquenté le weekend."""
"MARRA167,Hammam Ziani,Marrakech,spa,""Hammam populaire, expérience locale."",low,1.5,afternoon,""hammam,local,relax"",""Prix accessible."""
"MARRA168,Hammam Mouassine,Marrakech,spa,""Hammam traditionnel dans la médina."",low,1,evening,""hammam,traditional,local"",""Apporter savon noir."""
"MARRA169,Hivernage Rooftop Bars,Marrakech,nightlife,""Bars rooftop avec ambiance chic."",high,2,night,""rooftop,nightlife,drink"",""Parfait pour cocktails."""
"MARRA170,Comptoir Darna,Marrakech,nightlife,""Restaurant et bar avec danse orientale."",high,2.5,night,""restaurant,show,party"",""Réserver pour spectacle."""
"MARRA171,555 Club,Marrakech,nightlife,""Club avec DJs internationaux et ambiance festive."",high,3,night,""club,music,party"",""Tenue correcte exigée."""
"MARRA172,Lotus Club,Marrakech,nightlife,""Dîner-spectacle marocain."",high,3,night,""show,restaurant,nightlife"",""Ambiance chic."""
"MARRA173,Place Jemaa el-Fna,Marrakech,culture,""La place centrale animée jour et nuit."",low,2,evening,""market,streetfood,local"",""Sécuriser vos affaires."""
"MARRA174,Bab Doukkala Market,Marrakech,shopping,""Marché local de produits frais et artisanat."",low,1.5,morning,""market,local,food"",""Très authentique."""
"MARRA175,Souk Semmarine,Marrakech,shopping,""Souk central avec artisanat et vêtements."",low,2,afternoon,""market,shopping,traditional"",""Négocier les prix."""
"MARRA176,Souk des Tanneurs,Marrakech,artisanat,""Ancienne tannerie traditionnelle."",free,1,morning,""tannery,craft,traditional"",""Apporter foulard."""
"MARRA177,Souk des Épices,Marrakech,shopping,""Souk parfumé avec épices et plantes médicinales."",low,1.5,morning,""spices,market,smells"",""Demander prix avant achat."""
"MARRA178,Souk des Bijoutiers,Marrakech,shopping,""Souk des artisans joailliers en argent."",medium,1.5,afternoon,""jewelry,market,handmade"",""Vérifier qualité argent."""
"MARRA179,Le Jardin Secret,Marrakech,nature,""Jardin restauré avec architecture islamique."",medium,1.5,afternoon,""garden,architecture,calm"",""Endroit parfait pour se reposer."""
"MARRA180,Cyber Park Arsat Moulay Abdeslam,Marrakech,nature,""Grand parc ombragé avec bornes Wi-Fi."",free,1.5,afternoon,""park,nature,relax"",""Parfait pour une pause."""
"MARRA181,Menara Gardens,Marrakech,nature,""Immense bassin reflétant l’Atlas."",free,1.5,sunset,""nature,atlas,walk"",""Magnifique au coucher du soleil."""
"MARRA182,Agdal Gardens,Marrakech,nature,""Jardins historiques ouverts certains jours seulement."",low,2,morning,""garden,heritage,quiet"",""Vérifier horaires."""
"MARRA183,Musée Dar Si Said,Marrakech,culture,""Musée d’arts marocains dans un splendide palais."",medium,2,morning,""art,history,woodwork"",""Parfait pour les amateurs d’art."""
"MARRA184,Saadian Tombs,Marrakech,histoire,""Mausolée royal superbement décoré."",medium,1,afternoon,""tombs,history,saadian"",""Petite file : éviter midi."""
"MARRA185,Bab Agnaou,Marrakech,histoire,""Porte monumentale almohade décorée de motifs sculptés."",free,0.5,morning,""gate,architecture,history"",""Arriver tôt pour photos."""
"MARRA186,Bab Doukkala Market,Marrakech,shopping,""Marché local de produits frais, épices et artisanat."",low,1.5,morning,""market,local,food"",""Très authentique."""
"MARRA187,Souk Semmarine,Marrakech,shopping,""Souk central avec artisanat et vêtements."",low,2,afternoon,""market,shopping,traditional"",""Négocier les prix."""
"MARRA188,Souk des Tanneurs,Marrakech,artisanat,""Ancienne tannerie traditionnelle."",free,1,morning,""tannery,craft,traditional"",""Apporter foulard."""
"MARRA189,Café Clock,Marrakech,food,""Café culturel moderne avec musique live et ateliers."",medium,1.5,afternoon,""cafe,music,art"",""Essayez le camel burger."""
"MARRA190,Riad Yasmine Rooftop,Marrakech,view,""Terrasse calme avec piscine et vue panoramique."",high,1,sunset,""view,relax,pool"",""Parfait pour photos coucher de soleil."""
"MARRA191,Maison de la Photographie,Marrakech,culture,""Musée de photos anciennes."",medium,1.5,afternoon,""photo,museum,history"",""Vue rooftop à la fin."""
"MARRA192,Jardin Majorelle,Marrakech,culture,""Jardin botanique emblématique."",medium,2,morning,""garden,photo,famous"",""Arriver tôt pour éviter foule."""
"MARRA193,Riad Kniza Rooftop,Marrakech,view,""Rooftop calme avec belle vue."",medium,1,sunset,""view,relax,cafe"",""Parfait pour photos."""
"MARRA194,Riad Dar Anika Rooftop,Marrakech,view,""Terrasse sur la médina avec ambiance cosy."",medium,1,sunset,""view,relax,photography"",""Très photogénique au coucher du soleil."""
"MARRA195,Riad Be Marrakech Rooftop,Marrakech,view,""Terrasse avec piscine et vue sur les toits."",medium,1,sunset,""view,relax,photo"",""Parfait pour apéritif."""
"MARRA196,Le Salama Gardens,Marrakech,nature,""Jardin avec ambiance lounge et repas."",medium,1.5,afternoon,""garden,relax,food"",""Ambiance relaxante."""
"MARRA197,Jardin Anima,Marrakech,nature,""Jardin artistique et contemporain."",medium,2,afternoon,""garden,art,relax"",""Endroit calme et photogénique."""
"MARRA198,Riad Kniza Hammam,Marrakech,spa,""Hammam luxueux avec massage traditionnel."",high,2,afternoon,""hammam,spa,relax"",""Réserver à l’avance."""
"MARRA199,Spa Les Bains de Marrakech,Marrakech,spa,""Spa avec massages et soins traditionnels."",high,2,afternoon,""spa,hammam,relax"",""Très fréquenté le weekend."""
"MARRA200,Hammam Ziani,Marrakech,spa,""Hammam populaire, expérience locale."",low,1.5,afternoon,""hammam,local,relax"",""Prix accessible."""
